customer_id,monthly_charges,churn_probability,actual_churn,risk_level,value_level,segment
C0680,90.75,0.5527030541135108,No,Medium Risk,High Value,Medium Risk / High Value
C0681,77.98,0.2210615637843667,No,Low Risk,High Value,Low Risk / High Value
C0682,32.86,0.29098046260785815,No,Low Risk,Low Value,Low Risk / Low Value
C0683,77.72,0.7894222393816538,Yes,High Risk,High Value,High Risk / High Value
C0684,49.85,0.1910621717355761,Yes,Low Risk,Low Value,Low Risk / Low Value
C0685,48.68,0.29992755267869353,No,Low Risk,Low Value,Low Risk / Low Value
C0686,40.34,0.48474141733786597,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0687,91.95,0.43296836149243934,Yes,Medium Risk,High Value,Medium Risk / High Value
C0688,114.05,0.6397382584253356,No,High Risk,High Value,High Risk / High Value
C0689,76.07,0.6119012606288369,No,High Risk,High Value,High Risk / High Value
C0690,106.91,0.6002579205477647,Yes,High Risk,High Value,High Risk / High Value
C0691,50.32,0.5341567321528236,No,Medium Risk,Low Value,Medium Risk / Low Value
C0692,51.64,0.186420808844924,No,Low Risk,Low Value,Low Risk / Low Value
C0693,74.36,0.6954162953644429,No,High Risk,High Value,High Risk / High Value
C0694,59.41,0.5507602921064388,No,Medium Risk,Low Value,Medium Risk / Low Value
C0695,61.54,0.4822297930574659,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0696,86.92,0.22424711232704025,Yes,Low Risk,High Value,Low Risk / High Value
C0697,37.85,0.18865515909436345,No,Low Risk,Low Value,Low Risk / Low Value
C0698,31.31,0.7199778427372256,Yes,High Risk,Low Value,High Risk / Low Value
C0699,92.89,0.3668059699567949,No,Low Risk,High Value,Low Risk / High Value
C0700,23.86,0.25124585507197544,No,Low Risk,Low Value,Low Risk / Low Value
C0701,28.44,0.31702709122514205,No,Low Risk,Low Value,Low Risk / Low Value
C0702,88.83,0.5368349711363175,Yes,Medium Risk,High Value,Medium Risk / High Value
C0703,51.48,0.44302802009297737,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0704,76.85,0.23106645006481522,No,Low Risk,High Value,Low Risk / High Value
C0705,47.2,0.1138538888719725,No,Low Risk,Low Value,Low Risk / Low Value
C0706,102.16,0.3335891773982987,No,Low Risk,High Value,Low Risk / High Value
C0707,25.28,0.7209861120675397,Yes,High Risk,Low Value,High Risk / Low Value
C0708,111.16,0.5683843679772367,Yes,Medium Risk,High Value,Medium Risk / High Value
C0709,116.57,0.6318318656933195,Yes,High Risk,High Value,High Risk / High Value
C0710,45.0,0.16457374701844266,No,Low Risk,Low Value,Low Risk / Low Value
C0711,115.06,0.26123447163213764,No,Low Risk,High Value,Low Risk / High Value
C0712,39.11,0.7106686922294756,No,High Risk,Low Value,High Risk / Low Value
C0713,94.23,0.4960466981217787,Yes,Medium Risk,High Value,Medium Risk / High Value
C0714,72.98,0.6027478444271337,No,High Risk,High Value,High Risk / High Value
C0715,76.71,0.6232322119474356,Yes,High Risk,High Value,High Risk / High Value
C0716,57.39,0.10857138100436017,No,Low Risk,Low Value,Low Risk / Low Value
C0717,90.65,0.569002954404418,Yes,Medium Risk,High Value,Medium Risk / High Value
C0718,21.95,0.3692622232406675,No,Low Risk,Low Value,Low Risk / Low Value
C0719,39.8,0.20477626646115946,Yes,Low Risk,Low Value,Low Risk / Low Value
C0720,53.48,0.21890955841164747,No,Low Risk,Low Value,Low Risk / Low Value
C0721,76.7,0.4464836891278698,Yes,Medium Risk,High Value,Medium Risk / High Value
C0722,101.08,0.32683357137752395,Yes,Low Risk,High Value,Low Risk / High Value
C0723,100.43,0.11771528491912765,No,Low Risk,High Value,Low Risk / High Value
C0724,52.43,0.5994788154426939,No,Medium Risk,Low Value,Medium Risk / Low Value
C0725,65.33,0.41123167600955046,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0726,105.99,0.6255012531435296,Yes,High Risk,High Value,High Risk / High Value
C0727,80.48,0.2837780133679614,No,Low Risk,High Value,Low Risk / High Value
C0728,59.81,0.30631923521842397,No,Low Risk,Low Value,Low Risk / Low Value
C0729,71.04,0.6831414604400293,No,High Risk,High Value,High Risk / High Value
C0730,98.83,0.19259000411434116,No,Low Risk,High Value,Low Risk / High Value
C0731,84.0,0.39010387110518807,Yes,Low Risk,High Value,Low Risk / High Value
C0732,64.12,0.5718187527793478,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0733,66.25,0.33495388481696603,Yes,Low Risk,Low Value,Low Risk / Low Value
C0734,101.12,0.4873871456514204,No,Medium Risk,High Value,Medium Risk / High Value
C0735,73.09,0.561959995975962,No,Medium Risk,High Value,Medium Risk / High Value
C0736,81.83,0.35461603362252614,No,Low Risk,High Value,Low Risk / High Value
C0737,62.34,0.3717929498242725,No,Low Risk,Low Value,Low Risk / Low Value
C0738,96.67,0.20436719563644903,No,Low Risk,High Value,Low Risk / High Value
C0739,105.0,0.3864383215361363,Yes,Low Risk,High Value,Low Risk / High Value
C0740,65.22,0.543889789263308,No,Medium Risk,Low Value,Medium Risk / Low Value
C0741,33.03,0.5979229271158689,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0742,44.67,0.18440065666630961,No,Low Risk,Low Value,Low Risk / Low Value
C0743,76.51,0.22563062978672585,No,Low Risk,High Value,Low Risk / High Value
C0744,58.2,0.395419399252528,Yes,Low Risk,Low Value,Low Risk / Low Value
C0745,116.41,0.3254574458960546,No,Low Risk,High Value,Low Risk / High Value
C0746,69.0,0.5294265701479359,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0747,66.87,0.3673708083290762,No,Low Risk,Low Value,Low Risk / Low Value
C0748,86.51,0.18663918252281889,No,Low Risk,High Value,Low Risk / High Value
C0749,34.85,0.6134289345869494,Yes,High Risk,Low Value,High Risk / Low Value
C0750,89.76,0.42741603384481797,Yes,Medium Risk,High Value,Medium Risk / High Value
C0751,48.54,0.6059949690707763,Yes,High Risk,Low Value,High Risk / Low Value
C0752,104.57,0.3776741498054063,Yes,Low Risk,High Value,Low Risk / High Value
C0753,45.7,0.4538298364526045,No,Medium Risk,Low Value,Medium Risk / Low Value
C0754,48.69,0.44805927517206273,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0755,42.15,0.31385282373376383,No,Low Risk,Low Value,Low Risk / Low Value
C0756,20.87,0.21035359517220403,No,Low Risk,Low Value,Low Risk / Low Value
C0757,27.95,0.23742343958244386,No,Low Risk,Low Value,Low Risk / Low Value
C0758,71.15,0.45707741037278415,No,Medium Risk,High Value,Medium Risk / High Value
C0759,63.05,0.4274952920170187,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0760,55.81,0.37553509850346745,No,Low Risk,Low Value,Low Risk / Low Value
C0761,96.8,0.5178476642439797,No,Medium Risk,High Value,Medium Risk / High Value
C0762,20.82,0.27045589572569906,No,Low Risk,Low Value,Low Risk / Low Value
C0763,74.59,0.5938251814725737,No,Medium Risk,High Value,Medium Risk / High Value
C0764,59.47,0.39402869013822656,Yes,Low Risk,Low Value,Low Risk / Low Value
C0765,80.58,0.7843294699843854,Yes,High Risk,High Value,High Risk / High Value
C0766,106.35,0.21234210325649175,No,Low Risk,High Value,Low Risk / High Value
C0767,45.85,0.6635295068744861,Yes,High Risk,Low Value,High Risk / Low Value
C0768,48.41,0.6522670709662513,Yes,High Risk,Low Value,High Risk / Low Value
C0769,79.94,0.5078676304038726,No,Medium Risk,High Value,Medium Risk / High Value
C0770,39.69,0.5153365083003341,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0771,45.32,0.23824683825896786,No,Low Risk,Low Value,Low Risk / Low Value
C0772,73.53,0.4634390193050401,Yes,Medium Risk,High Value,Medium Risk / High Value
C0773,67.18,0.4406870384398468,No,Medium Risk,Low Value,Medium Risk / Low Value
C0774,33.7,0.4409004486173976,No,Medium Risk,Low Value,Medium Risk / Low Value
C0775,96.79,0.5189095158785517,Yes,Medium Risk,High Value,Medium Risk / High Value
C0776,65.96,0.5860623822116671,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0777,78.34,0.10282759146514686,No,Low Risk,High Value,Low Risk / High Value
C0778,49.89,0.4917009923239441,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0779,69.66,0.649393603920254,Yes,High Risk,Low Value,High Risk / Low Value
C0780,81.56,0.41606238836445314,Yes,Medium Risk,High Value,Medium Risk / High Value
C0781,76.02,0.5030637787853928,Yes,Medium Risk,High Value,Medium Risk / High Value
C0782,20.73,0.6464341248922972,Yes,High Risk,Low Value,High Risk / Low Value
C0783,25.19,0.7636538203842356,Yes,High Risk,Low Value,High Risk / Low Value
C0784,31.16,0.4607167443915237,No,Medium Risk,Low Value,Medium Risk / Low Value
C0785,77.09,0.6209387307829097,No,High Risk,High Value,High Risk / High Value
C0786,62.09,0.30106614744050253,Yes,Low Risk,Low Value,Low Risk / Low Value
C0787,51.44,0.2915636248371768,No,Low Risk,Low Value,Low Risk / Low Value
C0788,97.35,0.5266507986381086,No,Medium Risk,High Value,Medium Risk / High Value
C0789,86.15,0.46088883146440407,Yes,Medium Risk,High Value,Medium Risk / High Value
C0790,52.87,0.387035879178105,No,Low Risk,Low Value,Low Risk / Low Value
C0791,101.8,0.09784429977456746,No,Low Risk,High Value,Low Risk / High Value
C0792,113.19,0.8201187458860383,Yes,High Risk,High Value,High Risk / High Value
C0793,48.67,0.17649641316833345,No,Low Risk,Low Value,Low Risk / Low Value
C0794,107.15,0.6832914589393932,Yes,High Risk,High Value,High Risk / High Value
C0795,56.39,0.5235020196139949,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0796,45.68,0.19638009949173424,No,Low Risk,Low Value,Low Risk / Low Value
C0797,77.55,0.5395224544778333,No,Medium Risk,High Value,Medium Risk / High Value
C0798,102.47,0.5415935490720505,Yes,Medium Risk,High Value,Medium Risk / High Value
C0799,72.33,0.2880276893779498,Yes,Low Risk,High Value,Low Risk / High Value
C0800,24.14,0.10127199148197571,Yes,Low Risk,Low Value,Low Risk / Low Value
C0801,97.16,0.47214404238753394,Yes,Medium Risk,High Value,Medium Risk / High Value
C0802,72.78,0.20302494752340022,No,Low Risk,High Value,Low Risk / High Value
C0803,59.3,0.2771433760829584,No,Low Risk,Low Value,Low Risk / Low Value
C0804,75.22,0.38781279803709634,Yes,Low Risk,High Value,Low Risk / High Value
C0805,70.82,0.8033126868143817,Yes,High Risk,Low Value,High Risk / Low Value
C0806,51.83,0.5551564281921166,No,Medium Risk,Low Value,Medium Risk / Low Value
C0807,46.59,0.3650406670252165,No,Low Risk,Low Value,Low Risk / Low Value
C0808,39.15,0.405073583334441,No,Medium Risk,Low Value,Medium Risk / Low Value
C0809,75.46,0.5806099163438964,No,Medium Risk,High Value,Medium Risk / High Value
C0810,107.52,0.5102747198558495,No,Medium Risk,High Value,Medium Risk / High Value
C0811,83.14,0.7125863088128651,Yes,High Risk,High Value,High Risk / High Value
C0812,65.14,0.25820830608463546,No,Low Risk,Low Value,Low Risk / Low Value
C0813,35.41,0.22257595356626544,No,Low Risk,Low Value,Low Risk / Low Value
C0814,38.89,0.7345069134972172,Yes,High Risk,Low Value,High Risk / Low Value
C0815,97.49,0.5398303277845533,Yes,Medium Risk,High Value,Medium Risk / High Value
C0816,48.92,0.615693880299302,Yes,High Risk,Low Value,High Risk / Low Value
C0817,61.8,0.5794260723969761,No,Medium Risk,Low Value,Medium Risk / Low Value
C0818,73.83,0.7536136690011666,No,High Risk,High Value,High Risk / High Value
C0819,70.52,0.12698393309606826,No,Low Risk,Low Value,Low Risk / Low Value
C0820,75.53,0.5802025980574896,No,Medium Risk,High Value,Medium Risk / High Value
C0821,114.23,0.4052103294082602,Yes,Medium Risk,High Value,Medium Risk / High Value
C0822,37.42,0.43391455105371246,No,Medium Risk,Low Value,Medium Risk / Low Value
C0823,59.62,0.6959297287088387,Yes,High Risk,Low Value,High Risk / Low Value
C0824,38.86,0.5472743402387774,No,Medium Risk,Low Value,Medium Risk / Low Value
C0825,106.29,0.49564455422339004,Yes,Medium Risk,High Value,Medium Risk / High Value
C0826,91.51,0.14452298310634065,No,Low Risk,High Value,Low Risk / High Value
C0827,57.8,0.21819011756257098,Yes,Low Risk,Low Value,Low Risk / Low Value
C0828,60.72,0.6770547904806749,Yes,High Risk,Low Value,High Risk / Low Value
C0829,79.82,0.6144503513924359,Yes,High Risk,High Value,High Risk / High Value
C0830,104.42,0.7037904680014829,Yes,High Risk,High Value,High Risk / High Value
C0831,34.87,0.4796645465852078,No,Medium Risk,Low Value,Medium Risk / Low Value
C0832,99.27,0.511600235794272,No,Medium Risk,High Value,Medium Risk / High Value
C0833,86.18,0.8146747144421458,Yes,High Risk,High Value,High Risk / High Value
C0834,32.1,0.2699413008481094,No,Low Risk,Low Value,Low Risk / Low Value
C0835,20.78,0.4772080721251872,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0836,103.2,0.5367467518317657,Yes,Medium Risk,High Value,Medium Risk / High Value
C0837,115.01,0.4721029336383612,No,Medium Risk,High Value,Medium Risk / High Value
C0838,66.94,0.6185514296761981,Yes,High Risk,Low Value,High Risk / Low Value
C0839,118.89,0.519174785686589,No,Medium Risk,High Value,Medium Risk / High Value
C0840,79.32,0.49689797179435796,Yes,Medium Risk,High Value,Medium Risk / High Value
C0841,90.39,0.6039472998771092,Yes,High Risk,High Value,High Risk / High Value
C0842,44.88,0.4543896973604089,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0843,88.74,0.6776223529772657,Yes,High Risk,High Value,High Risk / High Value
C0844,26.85,0.7348318343186401,Yes,High Risk,Low Value,High Risk / Low Value
C0845,54.31,0.30133693847206766,No,Low Risk,Low Value,Low Risk / Low Value
C0846,40.54,0.689160545002519,Yes,High Risk,Low Value,High Risk / Low Value
C0847,39.05,0.16012026422623202,No,Low Risk,Low Value,Low Risk / Low Value
C0848,35.82,0.36847515650480406,No,Low Risk,Low Value,Low Risk / Low Value
C0849,70.1,0.2818733778813189,No,Low Risk,Low Value,Low Risk / Low Value
C0850,67.86,0.2257228455566173,Yes,Low Risk,Low Value,Low Risk / Low Value
C0851,50.54,0.47877229741968796,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0852,34.08,0.7343815861751594,Yes,High Risk,Low Value,High Risk / Low Value
C0853,103.56,0.5007307357699653,Yes,Medium Risk,High Value,Medium Risk / High Value
C0854,98.07,0.6092951036524648,Yes,High Risk,High Value,High Risk / High Value
C0855,84.77,0.6439295212109842,No,High Risk,High Value,High Risk / High Value
C0856,97.91,0.533900377959186,No,Medium Risk,High Value,Medium Risk / High Value
C0857,94.63,0.41810651146749417,No,Medium Risk,High Value,Medium Risk / High Value
C0858,99.25,0.3270462391918132,No,Low Risk,High Value,Low Risk / High Value
C0859,39.74,0.0942154570910595,Yes,Low Risk,Low Value,Low Risk / Low Value
C0860,38.04,0.09626836172594472,Yes,Low Risk,Low Value,Low Risk / Low Value
C0861,89.56,0.6659955789997305,No,High Risk,High Value,High Risk / High Value
C0862,68.81,0.7071372727638868,Yes,High Risk,Low Value,High Risk / Low Value
C0863,50.48,0.48719425189164595,No,Medium Risk,Low Value,Medium Risk / Low Value
C0864,66.04,0.18604701657396538,No,Low Risk,Low Value,Low Risk / Low Value
C0865,97.11,0.7641747219010949,Yes,High Risk,High Value,High Risk / High Value
C0866,105.9,0.1591285737807578,Yes,Low Risk,High Value,Low Risk / High Value
C0867,72.76,0.15758945862472065,No,Low Risk,High Value,Low Risk / High Value
C0868,86.55,0.6633979140437336,No,High Risk,High Value,High Risk / High Value
C0869,79.91,0.3864441058644905,No,Low Risk,High Value,Low Risk / High Value
C0870,87.34,0.6809571996183827,No,High Risk,High Value,High Risk / High Value
C0871,91.78,0.599579942817842,Yes,Medium Risk,High Value,Medium Risk / High Value
C0872,20.02,0.06370933689663073,No,Low Risk,Low Value,Low Risk / Low Value
C0873,110.77,0.6898275003469918,No,High Risk,High Value,High Risk / High Value
C0874,51.13,0.42750284118437737,No,Medium Risk,Low Value,Medium Risk / Low Value
C0875,39.89,0.3924947765212958,No,Low Risk,Low Value,Low Risk / Low Value
C0876,55.36,0.5705019582550425,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0877,20.02,0.40208473662482347,No,Medium Risk,Low Value,Medium Risk / Low Value
C0878,67.01,0.20836471383181884,No,Low Risk,Low Value,Low Risk / Low Value
C0879,67.92,0.3632617929757049,No,Low Risk,Low Value,Low Risk / Low Value
C0880,63.55,0.5296624584492143,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0881,96.3,0.7287662873606665,Yes,High Risk,High Value,High Risk / High Value
C0882,22.85,0.6795057613359554,Yes,High Risk,Low Value,High Risk / Low Value
C0883,109.51,0.3656469859232668,Yes,Low Risk,High Value,Low Risk / High Value
C0884,96.41,0.18725644969990354,No,Low Risk,High Value,Low Risk / High Value
C0885,67.71,0.7589209942512216,Yes,High Risk,Low Value,High Risk / Low Value
C0886,88.12,0.4950682881414795,Yes,Medium Risk,High Value,Medium Risk / High Value
C0887,25.68,0.6416373158201247,No,High Risk,Low Value,High Risk / Low Value
C0888,42.7,0.22842357882948006,No,Low Risk,Low Value,Low Risk / Low Value
C0889,118.14,0.5113168201506263,No,Medium Risk,High Value,Medium Risk / High Value
C0890,29.42,0.5646286543818959,No,Medium Risk,Low Value,Medium Risk / Low Value
C0891,103.73,0.7991752050833657,Yes,High Risk,High Value,High Risk / High Value
C0892,87.86,0.08609140338775785,No,Low Risk,High Value,Low Risk / High Value
C0893,104.51,0.19685349812534178,Yes,Low Risk,High Value,Low Risk / High Value
C0894,65.54,0.8133951153168885,Yes,High Risk,Low Value,High Risk / Low Value
C0895,33.99,0.45137780785547704,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0896,45.04,0.33830379205942057,Yes,Low Risk,Low Value,Low Risk / Low Value
C0897,66.09,0.765935524128198,Yes,High Risk,Low Value,High Risk / Low Value
C0898,92.29,0.33017173001456124,No,Low Risk,High Value,Low Risk / High Value
C0899,51.51,0.31470914258398236,No,Low Risk,Low Value,Low Risk / Low Value
C0900,46.18,0.617905232189017,Yes,High Risk,Low Value,High Risk / Low Value
C0901,74.61,0.6511006447458184,No,High Risk,High Value,High Risk / High Value
C0902,45.29,0.47244950845344846,No,Medium Risk,Low Value,Medium Risk / Low Value
C0903,86.91,0.6028153187368399,No,High Risk,High Value,High Risk / High Value
C0904,69.68,0.27639139009351166,No,Low Risk,Low Value,Low Risk / Low Value
C0905,30.81,0.5000323028418238,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0906,107.41,0.15488363160566446,No,Low Risk,High Value,Low Risk / High Value
C0907,43.57,0.16254572260384517,No,Low Risk,Low Value,Low Risk / Low Value
C0908,75.28,0.52135077382509,No,Medium Risk,High Value,Medium Risk / High Value
C0909,78.0,0.5230457698602166,No,Medium Risk,High Value,Medium Risk / High Value
C0910,34.21,0.4342813503206752,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0911,51.74,0.7238438383497349,No,High Risk,Low Value,High Risk / Low Value
C0912,64.81,0.5122559453859873,No,Medium Risk,Low Value,Medium Risk / Low Value
C0913,25.3,0.23889057112541473,No,Low Risk,Low Value,Low Risk / Low Value
C0914,44.6,0.34238468549239204,No,Low Risk,Low Value,Low Risk / Low Value
C0915,35.89,0.6022437000211005,No,High Risk,Low Value,High Risk / Low Value
C0916,113.8,0.5485384773605383,No,Medium Risk,High Value,Medium Risk / High Value
C0917,104.04,0.37446749839081267,No,Low Risk,High Value,Low Risk / High Value
C0918,58.87,0.3685914756610952,No,Low Risk,Low Value,Low Risk / Low Value
C0919,114.5,0.45482875429715586,No,Medium Risk,High Value,Medium Risk / High Value
C0920,36.82,0.39115619224066983,No,Low Risk,Low Value,Low Risk / Low Value
C0921,63.6,0.6021954425129711,Yes,High Risk,Low Value,High Risk / Low Value
C0922,45.23,0.4911043296619286,No,Medium Risk,Low Value,Medium Risk / Low Value
C0923,81.22,0.7508318952741277,Yes,High Risk,High Value,High Risk / High Value
C0924,91.92,0.3618160978914857,No,Low Risk,High Value,Low Risk / High Value
C0925,75.78,0.44904421107189885,No,Medium Risk,High Value,Medium Risk / High Value
C0926,91.41,0.655533993666086,Yes,High Risk,High Value,High Risk / High Value
C0927,67.9,0.4529526819529838,No,Medium Risk,Low Value,Medium Risk / Low Value
C0928,60.19,0.6113079399655992,Yes,High Risk,Low Value,High Risk / Low Value
C0929,29.1,0.11746699236027262,No,Low Risk,Low Value,Low Risk / Low Value
C0930,42.49,0.5980421773383711,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0931,67.72,0.22379242226413268,No,Low Risk,Low Value,Low Risk / Low Value
C0932,53.47,0.7613411269395708,Yes,High Risk,Low Value,High Risk / Low Value
C0933,107.12,0.4624990997462219,Yes,Medium Risk,High Value,Medium Risk / High Value
C0934,33.45,0.07612599162861983,No,Low Risk,Low Value,Low Risk / Low Value
C0935,77.91,0.44600382076197204,No,Medium Risk,High Value,Medium Risk / High Value
C0936,61.95,0.5517236761370674,No,Medium Risk,Low Value,Medium Risk / Low Value
C0937,51.86,0.749272523305005,Yes,High Risk,Low Value,High Risk / Low Value
C0938,71.25,0.621799902881172,Yes,High Risk,High Value,High Risk / High Value
C0939,97.18,0.5188580126427974,No,Medium Risk,High Value,Medium Risk / High Value
C0940,104.67,0.5112182977143456,No,Medium Risk,High Value,Medium Risk / High Value
C0941,57.07,0.22798625341078013,No,Low Risk,Low Value,Low Risk / Low Value
C0942,94.98,0.588935099944334,No,Medium Risk,High Value,Medium Risk / High Value
C0943,119.68,0.5372999019920371,No,Medium Risk,High Value,Medium Risk / High Value
C0944,56.42,0.5479761964400884,No,Medium Risk,Low Value,Medium Risk / Low Value
C0945,77.96,0.7447048294238676,Yes,High Risk,High Value,High Risk / High Value
C0946,38.27,0.4618341021247709,No,Medium Risk,Low Value,Medium Risk / Low Value
C0947,114.83,0.5516057188618203,Yes,Medium Risk,High Value,Medium Risk / High Value
C0948,64.25,0.6153675125353945,Yes,High Risk,Low Value,High Risk / Low Value
C0949,70.91,0.2008259302596815,No,Low Risk,Low Value,Low Risk / Low Value
C0950,103.72,0.801260723176744,No,High Risk,High Value,High Risk / High Value
C0951,31.8,0.5809303651037319,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0952,32.86,0.10627349156548598,Yes,Low Risk,Low Value,Low Risk / Low Value
C0953,70.67,0.690600658794594,Yes,High Risk,Low Value,High Risk / Low Value
C0954,105.53,0.7410978910106474,Yes,High Risk,High Value,High Risk / High Value
C0955,90.87,0.5327600314525909,No,Medium Risk,High Value,Medium Risk / High Value
C0956,72.51,0.36509164427252466,No,Low Risk,High Value,Low Risk / High Value
C0957,28.14,0.16542621201462296,No,Low Risk,Low Value,Low Risk / Low Value
C0958,37.52,0.6236203866235714,Yes,High Risk,Low Value,High Risk / Low Value
C0959,99.22,0.29583247205257773,No,Low Risk,High Value,Low Risk / High Value
C0960,105.9,0.22190113093307057,Yes,Low Risk,High Value,Low Risk / High Value
C0961,103.45,0.73008934317875,No,High Risk,High Value,High Risk / High Value
C0962,39.81,0.17479699725941175,No,Low Risk,Low Value,Low Risk / Low Value
C0963,118.17,0.31377638523868484,No,Low Risk,High Value,Low Risk / High Value
C0964,51.51,0.19015172949461576,No,Low Risk,Low Value,Low Risk / Low Value
C0965,35.88,0.4971284505136246,No,Medium Risk,Low Value,Medium Risk / Low Value
C0966,60.02,0.47648751070888046,No,Medium Risk,Low Value,Medium Risk / Low Value
C0967,112.67,0.6265344794551143,Yes,High Risk,High Value,High Risk / High Value
C0968,107.69,0.35976724102722574,Yes,Low Risk,High Value,Low Risk / High Value
C0969,59.79,0.17084378568016548,No,Low Risk,Low Value,Low Risk / Low Value
C0970,68.93,0.3426548436032903,No,Low Risk,Low Value,Low Risk / Low Value
C0971,89.56,0.40214074523889337,No,Medium Risk,High Value,Medium Risk / High Value
C0972,85.46,0.6313128214608814,Yes,High Risk,High Value,High Risk / High Value
C0973,85.12,0.5445529674866192,Yes,Medium Risk,High Value,Medium Risk / High Value
C0974,21.33,0.46841783847773477,No,Medium Risk,Low Value,Medium Risk / Low Value
C0975,96.94,0.6394074943604184,Yes,High Risk,High Value,High Risk / High Value
C0976,25.97,0.4438788899749898,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0977,40.95,0.37567714783422135,Yes,Low Risk,Low Value,Low Risk / Low Value
C0978,57.11,0.6114809542116276,No,High Risk,Low Value,High Risk / Low Value
C0979,114.01,0.3469380150801519,Yes,Low Risk,High Value,Low Risk / High Value
C0980,34.74,0.2417885816089683,No,Low Risk,Low Value,Low Risk / Low Value
C0981,37.96,0.176579397704192,No,Low Risk,Low Value,Low Risk / Low Value
C0982,28.6,0.5695801454806294,Yes,Medium Risk,Low Value,Medium Risk / Low Value
C0983,83.38,0.5494430707928445,No,Medium Risk,High Value,Medium Risk / High Value
C0984,82.26,0.671562666789149,Yes,High Risk,High Value,High Risk / High Value
C0985,63.75,0.4027421697444225,No,Medium Risk,Low Value,Medium Risk / Low Value
C0986,25.25,0.6768970577076503,Yes,High Risk,Low Value,High Risk / Low Value
C0987,21.04,0.05397115757106364,No,Low Risk,Low Value,Low Risk / Low Value
C0988,87.1,0.7492100729172203,Yes,High Risk,High Value,High Risk / High Value
C0989,79.57,0.6624265460082304,No,High Risk,High Value,High Risk / High Value
C0990,102.11,0.4082615808806223,Yes,Medium Risk,High Value,Medium Risk / High Value
C0991,76.34,0.4492971819283733,Yes,Medium Risk,High Value,Medium Risk / High Value
C0992,20.82,0.12096221131417449,No,Low Risk,Low Value,Low Risk / Low Value
C0993,45.4,0.2418730289272906,Yes,Low Risk,Low Value,Low Risk / Low Value
C0994,49.56,0.5281174282184372,No,Medium Risk,Low Value,Medium Risk / Low Value
C0995,86.43,0.4157096929918874,Yes,Medium Risk,High Value,Medium Risk / High Value
C0996,96.61,0.44278710926362885,Yes,Medium Risk,High Value,Medium Risk / High Value
C0997,94.3,0.33081674506724484,Yes,Low Risk,High Value,Low Risk / High Value
C0998,92.45,0.3435575964839712,No,Low Risk,High Value,Low Risk / High Value
C0999,62.89,0.1353811205079114,No,Low Risk,Low Value,Low Risk / Low Value
C1000,63.42,0.3319957657396294,No,Low Risk,Low Value,Low Risk / Low Value
